,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
2360,325904,42,edison,2020-11-04T04:35:29Z,idaho,875000,409055,652346,690433,0.51,0.463,0
2361,337439,44,edison,2020-11-04T04:41:38Z,idaho,875000,409055,652346,690433,0.514,0.458,0
2362,349697,45,edison,2020-11-04T04:42:54Z,idaho,875000,409055,652346,690433,0.52,0.451,0
2363,389318,50,edison,2020-11-04T04:46:54Z,idaho,875000,409055,652346,690433,0.528,0.444,0
2364,397863,51,edison,2020-11-04T04:49:57Z,idaho,875000,409055,652346,690433,0.523,0.449,0
2365,402853,52,edison,2020-11-04T04:51:56Z,idaho,875000,409055,652346,690433,0.527,0.445,0
2366,403164,52,edison,2020-11-04T04:54:14Z,idaho,875000,409055,652346,690433,0.527,0.445,0
2367,403226,52,edison,2020-11-04T04:56:17Z,idaho,875000,409055,652346,690433,0.527,0.445,0
2368,411577,53,edison,2020-11-04T04:56:42Z,idaho,875000,409055,652346,690433,0.53,0.442,0
2369,423685,55,edison,2020-11-04T04:58:08Z,idaho,875000,409055,652346,690433,0.537,0.434,0
2370,426878,55,edison,2020-11-04T05:00:00Z,idaho,875000,409055,652346,690433,0.539,0.432,0
2371,428570,55,edison,2020-11-04T05:02:23Z,idaho,875000,409055,652346,690433,0.54,0.431,0
2372,437347,56,edison,2020-11-04T05:04:31Z,idaho,875000,409055,652346,690433,0.543,0.428,0
2373,441291,57,edison,2020-11-04T05:04:50Z,idaho,875000,409055,652346,690433,0.544,0.427,0
2374,443962,57,edison,2020-11-04T05:08:28Z,idaho,875000,409055,652346,690433,0.545,0.426,0
2375,457833,59,edison,2020-11-04T05:11:23Z,idaho,875000,409055,652346,690433,0.545,0.427,0
2376,463519,60,edison,2020-11-04T05:14:13Z,idaho,875000,409055,652346,690433,0.547,0.424,0
2377,464481,60,edison,2020-11-04T05:19:45Z,idaho,875000,409055,652346,690433,0.548,0.424,0
2378,466322,60,edison,2020-11-04T05:21:16Z,idaho,875000,409055,652346,690433,0.549,0.422,0
2379,471060,61,edison,2020-11-04T05:23:54Z,idaho,875000,409055,652346,690433,0.551,0.42,0
2380,483216,62,edison,2020-11-04T05:24:16Z,idaho,875000,409055,652346,690433,0.557,0.415,0
2381,486302,63,edison,2020-11-04T05:26:38Z,idaho,875000,409055,652346,690433,0.557,0.414,0
2382,497101,64,edison,2020-11-04T05:28:18Z,idaho,875000,409055,652346,690433,0.561,0.41,0
2383,497108,64,edison,2020-11-04T05:38:06Z,idaho,875000,409055,652346,690433,0.561,0.41,0
2384,499097,64,edison,2020-11-04T05:41:49Z,idaho,875000,409055,652346,690433,0.562,0.409,0
2385,507085,65,edison,2020-11-04T05:45:28Z,idaho,875000,409055,652346,690433,0.566,0.405,0
2386,513398,66,edison,2020-11-04T05:46:21Z,idaho,875000,409055,652346,690433,0.568,0.403,0
2387,518119,67,edison,2020-11-04T05:51:52Z,idaho,875000,409055,652346,690433,0.569,0.402,0
2388,519840,67,edison,2020-11-04T05:52:23Z,idaho,875000,409055,652346,690433,0.569,0.401,0
2389,521519,67,edison,2020-11-04T05:58:24Z,idaho,875000,409055,652346,690433,0.57,0.4,0
2390,568784,73,edison,2020-11-04T05:59:56Z,idaho,875000,409055,652346,690433,0.584,0.386,0
2391,584848,75,edison,2020-11-04T06:01:35Z,idaho,875000,409055,652346,690433,0.586,0.384,0
2392,605155,78,edison,2020-11-04T06:04:13Z,idaho,875000,409055,652346,690433,0.588,0.381,0
2393,609427,79,edison,2020-11-04T06:05:46Z,idaho,875000,409055,652346,690433,0.591,0.379,0
2394,617568,80,edison,2020-11-04T06:06:39Z,idaho,875000,409055,652346,690433,0.593,0.376,0
2395,625403,81,edison,2020-11-04T06:20:12Z,idaho,875000,409055,652346,690433,0.596,0.373,0
2396,640976,83,edison,2020-11-04T06:22:48Z,idaho,875000,409055,652346,690433,0.6,0.369,0
2397,655538,85,edison,2020-11-04T06:27:48Z,idaho,875000,409055,652346,690433,0.604,0.365,0
2398,655708,85,edison,2020-11-04T06:32:34Z,idaho,875000,409055,652346,690433,0.604,0.365,0
2399,656067,85,edison,2020-11-04T06:38:45Z,idaho,875000,409055,652346,690433,0.604,0.365,0
2400,658653,85,edison,2020-11-04T06:42:26Z,idaho,875000,409055,652346,690433,0.605,0.364,0
2401,660066,85,edison,2020-11-04T06:57:43Z,idaho,875000,409055,652346,690433,0.605,0.364,0
2402,665410,86,edison,2020-11-04T06:58:29Z,idaho,875000,409055,652346,690433,0.607,0.362,0
2403,671666,87,edison,2020-11-04T07:05:59Z,idaho,875000,409055,652346,690433,0.609,0.36,0
2404,679536,88,edison,2020-11-04T07:07:44Z,idaho,875000,409055,652346,690433,0.61,0.359,0
2405,691693,89,edison,2020-11-04T07:11:17Z,idaho,875000,409055,652346,690433,0.613,0.356,0
2406,698175,90,edison,2020-11-04T07:21:47Z,idaho,875000,409055,652346,690433,0.614,0.355,0
2407,728507,94,edison,2020-11-04T07:31:54Z,idaho,875000,409055,652346,690433,0.62,0.349,0
2408,728988,94,edison,2020-11-04T07:32:44Z,idaho,875000,409055,652346,690433,0.62,0.349,0
2409,730817,94,edison,2020-11-04T07:36:46Z,idaho,875000,409055,652346,690433,0.62,0.349,0
2410,731057,94,edison,2020-11-04T07:44:21Z,idaho,875000,409055,652346,690433,0.62,0.349,0
2411,731394,94,edison,2020-11-04T07:48:41Z,idaho,875000,409055,652346,690433,0.62,0.349,0
2412,736147,95,edison,2020-11-04T08:05:05Z,idaho,875000,409055,652346,690433,0.622,0.347,0
2413,755733,98,edison,2020-11-04T08:06:49Z,idaho,875000,409055,652346,690433,0.626,0.342,0
2414,785273,99,edison,2020-11-04T08:41:49Z,idaho,875000,409055,652346,690433,0.622,0.347,0
2415,799548,99,edison,2020-11-04T08:41:54Z,idaho,875000,409055,652346,690433,0.625,0.344,0
2416,815347,99,edison,2020-11-04T09:02:51Z,idaho,875000,409055,652346,690433,0.629,0.34,0
2417,820319,99,edison,2020-11-04T09:28:46Z,idaho,875000,409055,652346,690433,0.63,0.339,0
2418,832234,99,edison,2020-11-04T10:11:49Z,idaho,875000,409055,652346,690433,0.629,0.339,0
2419,837301,99,edison,2020-11-04T11:01:51Z,idaho,875000,409055,652346,690433,0.631,0.338,0
2420,837318,99,edison,2020-11-04T15:09:34Z,idaho,875000,409055,652346,690433,0.631,0.338,0
2421,862232,99,edison,2020-11-05T01:18:12Z,idaho,875000,409055,652346,690433,0.637,0.332,0
2422,862986,99,edison,2020-11-06T15:33:07Z,idaho,875000,409055,652346,690433,0.637,0.332,0
2423,867971,99,edison,2020-11-06T15:33:35Z,idaho,875000,409055,652346,690433,0.638,0.331,0
2424,868125,99,edison,2020-11-13T15:49:47Z,idaho,875000,409055,652346,690433,0.638,0.331,0
2425,867377,99,ap,2020-11-17T19:42:28.817Z,idaho,875000,409055,652346,690433,0.639,0.331,0
2426,868125,99,edison,2020-11-18T17:17:16Z,idaho,875000,409055,652346,690433,0.638,0.331,0
2427,868105,99,edison,2020-11-20T23:35:18Z,idaho,875000,409055,652346,690433,0.638,0.331,0
2428,0,0,edison,2020-11-04T09:51:24Z,illinois,6100000,2146015,5242014,5594420,0.0,0.0,0
2429,17859,0,edison,2020-11-04T01:08:08Z,illinois,6100000,2146015,5242014,5594420,0.83,0.135,0
2430,224064,4,edison,2020-11-04T01:33:59Z,illinois,6100000,2146015,5242014,5594420,0.41,0.572,0
2431,265204,4,edison,2020-11-04T01:34:10Z,illinois,6100000,2146015,5242014,5594420,0.433,0.547,0
2432,319199,5,edison,2020-11-04T01:36:52Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2433,319301,5,edison,2020-11-04T01:40:09Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2434,491966,8,edison,2020-11-04T01:41:01Z,illinois,6100000,2146015,5242014,5594420,0.413,0.568,0
2435,499552,8,edison,2020-11-04T01:41:21Z,illinois,6100000,2146015,5242014,5594420,0.415,0.566,0
2436,524046,8,edison,2020-11-04T01:44:59Z,illinois,6100000,2146015,5242014,5594420,0.427,0.553,0
2437,525266,8,edison,2020-11-04T01:50:40Z,illinois,6100000,2146015,5242014,5594420,0.428,0.553,0
2438,534799,9,edison,2020-11-04T01:51:22Z,illinois,6100000,2146015,5242014,5594420,0.429,0.551,0
2439,547442,9,edison,2020-11-04T01:52:13Z,illinois,6100000,2146015,5242014,5594420,0.435,0.545,0
2440,547448,9,edison,2020-11-04T01:52:47Z,illinois,6100000,2146015,5242014,5594420,0.435,0.545,0
2441,547706,9,edison,2020-11-04T01:57:22Z,illinois,6100000,2146015,5242014,5594420,0.435,0.545,0
2442,603585,10,edison,2020-11-04T01:59:15Z,illinois,6100000,2146015,5242014,5594420,0.429,0.551,0
2443,632842,10,edison,2020-11-04T01:59:23Z,illinois,6100000,2146015,5242014,5594420,0.426,0.554,0
2444,657795,11,edison,2020-11-04T01:59:36Z,illinois,6100000,2146015,5242014,5594420,0.426,0.554,0
2445,694599,11,edison,2020-11-04T02:00:19Z,illinois,6100000,2146015,5242014,5594420,0.411,0.569,0
2446,694831,11,edison,2020-11-04T02:00:53Z,illinois,6100000,2146015,5242014,5594420,0.411,0.569,0
2447,696130,11,edison,2020-11-04T02:01:23Z,illinois,6100000,2146015,5242014,5594420,0.411,0.569,0
2448,697253,11,edison,2020-11-04T02:03:30Z,illinois,6100000,2146015,5242014,5594420,0.412,0.568,0
2449,702946,11,edison,2020-11-04T02:04:56Z,illinois,6100000,2146015,5242014,5594420,0.413,0.567,0
2450,703542,11,edison,2020-11-04T02:06:20Z,illinois,6100000,2146015,5242014,5594420,0.413,0.567,0
2451,704579,11,edison,2020-11-04T02:07:40Z,illinois,6100000,2146015,5242014,5594420,0.413,0.567,0
2452,804676,13,edison,2020-11-04T02:07:53Z,illinois,6100000,2146015,5242014,5594420,0.412,0.569,0
2453,805480,13,edison,2020-11-04T02:09:50Z,illinois,6100000,2146015,5242014,5594420,0.412,0.568,0
2454,814912,13,edison,2020-11-04T02:10:58Z,illinois,6100000,2146015,5242014,5594420,0.415,0.566,0
2455,820145,13,edison,2020-11-04T02:11:39Z,illinois,6100000,2146015,5242014,5594420,0.416,0.564,0
2456,822301,13,edison,2020-11-04T02:12:24Z,illinois,6100000,2146015,5242014,5594420,0.417,0.563,0
2457,825078,13,edison,2020-11-04T02:13:13Z,illinois,6100000,2146015,5242014,5594420,0.418,0.562,0
2458,826290,13,edison,2020-11-04T02:14:08Z,illinois,6100000,2146015,5242014,5594420,0.419,0.562,0
2459,831805,13,edison,2020-11-04T02:14:43Z,illinois,6100000,2146015,5242014,5594420,0.42,0.56,0
2460,897811,14,edison,2020-11-04T02:15:00Z,illinois,6100000,2146015,5242014,5594420,0.4,0.581,0
2461,900305,14,edison,2020-11-04T02:16:15Z,illinois,6100000,2146015,5242014,5594420,0.401,0.58,0
2462,906093,15,edison,2020-11-04T02:17:31Z,illinois,6100000,2146015,5242014,5594420,0.403,0.578,0
2463,925948,15,edison,2020-11-04T02:17:59Z,illinois,6100000,2146015,5242014,5594420,0.406,0.574,0
2464,932757,15,edison,2020-11-04T02:22:03Z,illinois,6100000,2146015,5242014,5594420,0.409,0.572,0
2465,934371,15,edison,2020-11-04T02:22:52Z,illinois,6100000,2146015,5242014,5594420,0.409,0.571,0
2466,935879,15,edison,2020-11-04T02:25:46Z,illinois,6100000,2146015,5242014,5594420,0.41,0.571,0
2467,944415,15,edison,2020-11-04T02:26:19Z,illinois,6100000,2146015,5242014,5594420,0.412,0.569,0
2468,945725,15,edison,2020-11-04T02:26:42Z,illinois,6100000,2146015,5242014,5594420,0.412,0.569,0
2469,946302,15,edison,2020-11-04T02:28:30Z,illinois,6100000,2146015,5242014,5594420,0.412,0.568,0
2470,952442,15,edison,2020-11-04T02:28:56Z,illinois,6100000,2146015,5242014,5594420,0.413,0.567,0
2471,998936,16,edison,2020-11-04T02:29:49Z,illinois,6100000,2146015,5242014,5594420,0.413,0.568,0
2472,1000261,16,edison,2020-11-04T02:30:30Z,illinois,6100000,2146015,5242014,5594420,0.413,0.568,0
2473,1001870,16,edison,2020-11-04T02:30:51Z,illinois,6100000,2146015,5242014,5594420,0.413,0.567,0
2474,1003178,16,edison,2020-11-04T02:31:00Z,illinois,6100000,2146015,5242014,5594420,0.414,0.567,0
2475,1012148,16,edison,2020-11-04T02:32:04Z,illinois,6100000,2146015,5242014,5594420,0.415,0.565,0
2476,1016773,16,edison,2020-11-04T02:33:19Z,illinois,6100000,2146015,5242014,5594420,0.417,0.563,0
2477,1017519,16,edison,2020-11-04T02:35:56Z,illinois,6100000,2146015,5242014,5594420,0.417,0.563,0
2478,1023783,16,edison,2020-11-04T02:37:05Z,illinois,6100000,2146015,5242014,5594420,0.42,0.561,0
2479,1024055,16,edison,2020-11-04T02:37:52Z,illinois,6100000,2146015,5242014,5594420,0.42,0.561,0
2480,1026375,16,edison,2020-11-04T02:38:19Z,illinois,6100000,2146015,5242014,5594420,0.421,0.56,0
2481,1038239,17,edison,2020-11-04T02:38:25Z,illinois,6100000,2146015,5242014,5594420,0.425,0.556,0
2482,1038248,17,edison,2020-11-04T02:39:27Z,illinois,6100000,2146015,5242014,5594420,0.425,0.556,0
2483,1038849,17,edison,2020-11-04T02:39:39Z,illinois,6100000,2146015,5242014,5594420,0.425,0.556,0
2484,1044925,17,edison,2020-11-04T02:39:56Z,illinois,6100000,2146015,5242014,5594420,0.426,0.554,0
2485,1045872,17,edison,2020-11-04T02:40:32Z,illinois,6100000,2146015,5242014,5594420,0.426,0.554,0
2486,1046548,17,edison,2020-11-04T02:40:51Z,illinois,6100000,2146015,5242014,5594420,0.427,0.554,0
2487,1063659,17,edison,2020-11-04T02:42:02Z,illinois,6100000,2146015,5242014,5594420,0.431,0.549,0
2488,1065831,17,edison,2020-11-04T02:42:50Z,illinois,6100000,2146015,5242014,5594420,0.432,0.548,0
2489,1081614,17,edison,2020-11-04T02:43:12Z,illinois,6100000,2146015,5242014,5594420,0.434,0.546,0
2490,1084821,17,edison,2020-11-04T02:45:16Z,illinois,6100000,2146015,5242014,5594420,0.435,0.545,0
2491,1090865,17,edison,2020-11-04T02:45:53Z,illinois,6100000,2146015,5242014,5594420,0.437,0.544,0
2492,1091254,17,edison,2020-11-04T02:46:16Z,illinois,6100000,2146015,5242014,5594420,0.437,0.543,0
2493,1092810,18,edison,2020-11-04T02:47:08Z,illinois,6100000,2146015,5242014,5594420,0.438,0.543,0
2494,1133275,18,edison,2020-11-04T02:47:21Z,illinois,6100000,2146015,5242014,5594420,0.429,0.551,0
2495,1134228,18,edison,2020-11-04T02:48:27Z,illinois,6100000,2146015,5242014,5594420,0.429,0.551,0
2496,1158486,19,edison,2020-11-04T02:48:50Z,illinois,6100000,2146015,5242014,5594420,0.434,0.546,0
2497,1223274,20,edison,2020-11-04T02:49:05Z,illinois,6100000,2146015,5242014,5594420,0.442,0.539,0
2498,1262673,20,edison,2020-11-04T02:50:21Z,illinois,6100000,2146015,5242014,5594420,0.44,0.541,0
2499,1263833,20,edison,2020-11-04T02:53:12Z,illinois,6100000,2146015,5242014,5594420,0.44,0.541,0
2500,1283245,21,edison,2020-11-04T02:53:22Z,illinois,6100000,2146015,5242014,5594420,0.441,0.54,0
2501,1285231,21,edison,2020-11-04T02:53:44Z,illinois,6100000,2146015,5242014,5594420,0.442,0.539,0
2502,1289451,21,edison,2020-11-04T02:54:04Z,illinois,6100000,2146015,5242014,5594420,0.443,0.538,0
2503,1294357,21,edison,2020-11-04T02:54:55Z,illinois,6100000,2146015,5242014,5594420,0.444,0.537,0
2504,1297979,21,edison,2020-11-04T02:55:10Z,illinois,6100000,2146015,5242014,5594420,0.444,0.536,0
2505,1298941,21,edison,2020-11-04T02:55:34Z,illinois,6100000,2146015,5242014,5594420,0.444,0.536,0
2506,1331622,21,edison,2020-11-04T02:55:48Z,illinois,6100000,2146015,5242014,5594420,0.45,0.53,0
2507,1341106,21,edison,2020-11-04T02:56:42Z,illinois,6100000,2146015,5242014,5594420,0.451,0.529,0
2508,1341943,22,edison,2020-11-04T02:57:08Z,illinois,6100000,2146015,5242014,5594420,0.451,0.529,0
2509,1343185,22,edison,2020-11-04T02:57:45Z,illinois,6100000,2146015,5242014,5594420,0.451,0.529,0
2510,1611583,26,edison,2020-11-04T02:59:08Z,illinois,6100000,2146015,5242014,5594420,0.404,0.577,0
2511,1614652,26,edison,2020-11-04T02:59:31Z,illinois,6100000,2146015,5242014,5594420,0.405,0.576,0
2512,1623200,26,edison,2020-11-04T02:59:58Z,illinois,6100000,2146015,5242014,5594420,0.407,0.574,0
2513,1641826,26,edison,2020-11-04T03:00:39Z,illinois,6100000,2146015,5242014,5594420,0.409,0.572,0
2514,1644188,26,edison,2020-11-04T03:03:17Z,illinois,6100000,2146015,5242014,5594420,0.41,0.571,0
2515,1658273,27,edison,2020-11-04T03:03:58Z,illinois,6100000,2146015,5242014,5594420,0.413,0.569,0
2516,1662505,27,edison,2020-11-04T03:05:20Z,illinois,6100000,2146015,5242014,5594420,0.414,0.568,0
2517,1664107,27,edison,2020-11-04T03:05:46Z,illinois,6100000,2146015,5242014,5594420,0.414,0.567,0
2518,1684526,27,edison,2020-11-04T03:06:26Z,illinois,6100000,2146015,5242014,5594420,0.417,0.565,0
2519,1685182,27,edison,2020-11-04T03:06:47Z,illinois,6100000,2146015,5242014,5594420,0.417,0.565,0
2520,1700680,27,edison,2020-11-04T03:07:17Z,illinois,6100000,2146015,5242014,5594420,0.419,0.563,0
2521,1766841,28,edison,2020-11-04T03:08:09Z,illinois,6100000,2146015,5242014,5594420,0.407,0.543,0
2522,1772655,28,edison,2020-11-04T03:09:46Z,illinois,6100000,2146015,5242014,5594420,0.408,0.542,0
2523,1775615,28,edison,2020-11-04T03:10:12Z,illinois,6100000,2146015,5242014,5594420,0.409,0.541,0
2524,1778497,29,edison,2020-11-04T03:10:21Z,illinois,6100000,2146015,5242014,5594420,0.409,0.541,0
2525,1780583,29,edison,2020-11-04T03:10:58Z,illinois,6100000,2146015,5242014,5594420,0.409,0.541,0
2526,1785887,29,edison,2020-11-04T03:11:51Z,illinois,6100000,2146015,5242014,5594420,0.41,0.54,0
2527,1803584,29,edison,2020-11-04T03:12:28Z,illinois,6100000,2146015,5242014,5594420,0.413,0.537,0
2528,1809184,29,edison,2020-11-04T03:12:42Z,illinois,6100000,2146015,5242014,5594420,0.414,0.536,0
2529,2056958,33,edison,2020-11-04T03:15:36Z,illinois,6100000,2146015,5242014,5594420,0.388,0.566,0
2530,2062042,33,edison,2020-11-04T03:16:32Z,illinois,6100000,2146015,5242014,5594420,0.389,0.565,0
2531,2121372,34,edison,2020-11-04T03:21:05Z,illinois,6100000,2146015,5242014,5594420,0.391,0.564,0
2532,2279241,37,edison,2020-11-04T03:23:32Z,illinois,6100000,2146015,5242014,5594420,0.378,0.58,0
2533,2290070,37,edison,2020-11-04T03:24:54Z,illinois,6100000,2146015,5242014,5594420,0.379,0.579,0
2534,2295045,37,edison,2020-11-04T03:25:33Z,illinois,6100000,2146015,5242014,5594420,0.379,0.578,0
2535,2295288,37,edison,2020-11-04T03:28:07Z,illinois,6100000,2146015,5242014,5594420,0.379,0.578,0
2536,2299058,37,edison,2020-11-04T03:29:40Z,illinois,6100000,2146015,5242014,5594420,0.38,0.577,0
2537,2300361,37,edison,2020-11-04T03:32:12Z,illinois,6100000,2146015,5242014,5594420,0.38,0.577,0
2538,2310159,37,edison,2020-11-04T03:32:31Z,illinois,6100000,2146015,5242014,5594420,0.382,0.576,0
2539,2319600,37,edison,2020-11-04T03:33:21Z,illinois,6100000,2146015,5242014,5594420,0.383,0.574,0
2540,2328829,37,edison,2020-11-04T03:33:46Z,illinois,6100000,2146015,5242014,5594420,0.385,0.573,0
2541,2335766,37,edison,2020-11-04T03:34:28Z,illinois,6100000,2146015,5242014,5594420,0.386,0.572,0
2542,2353167,38,edison,2020-11-04T03:34:31Z,illinois,6100000,2146015,5242014,5594420,0.388,0.57,0
2543,2360587,38,edison,2020-11-04T03:35:15Z,illinois,6100000,2146015,5242014,5594420,0.388,0.569,0
2544,2363911,38,edison,2020-11-04T03:35:43Z,illinois,6100000,2146015,5242014,5594420,0.389,0.569,0
2545,2378744,38,edison,2020-11-04T03:36:11Z,illinois,6100000,2146015,5242014,5594420,0.391,0.567,0
2546,3150353,50,edison,2020-11-04T03:36:37Z,illinois,6100000,2146015,5242014,5594420,0.386,0.579,0
2547,3153706,51,edison,2020-11-04T03:36:55Z,illinois,6100000,2146015,5242014,5594420,0.386,0.579,0
2548,3159120,51,edison,2020-11-04T03:37:30Z,illinois,6100000,2146015,5242014,5594420,0.387,0.578,0
2549,3162289,51,edison,2020-11-04T03:37:49Z,illinois,6100000,2146015,5242014,5594420,0.387,0.578,0
2550,3183515,51,edison,2020-11-04T03:38:13Z,illinois,6100000,2146015,5242014,5594420,0.388,0.576,0
2551,3190755,51,edison,2020-11-04T03:39:08Z,illinois,6100000,2146015,5242014,5594420,0.389,0.576,0
2552,3194679,51,edison,2020-11-04T03:39:22Z,illinois,6100000,2146015,5242014,5594420,0.389,0.575,0
2553,3196467,51,edison,2020-11-04T03:40:13Z,illinois,6100000,2146015,5242014,5594420,0.389,0.575,0
2554,3202633,51,edison,2020-11-04T03:40:32Z,illinois,6100000,2146015,5242014,5594420,0.39,0.575,0
2555,3437783,55,edison,2020-11-04T03:41:42Z,illinois,6100000,2146015,5242014,5594420,0.402,0.564,0
2556,3438277,55,edison,2020-11-04T03:43:26Z,illinois,6100000,2146015,5242014,5594420,0.402,0.564,0
2557,3471711,56,edison,2020-11-04T03:44:16Z,illinois,6100000,2146015,5242014,5594420,0.405,0.561,0
2558,3498149,56,edison,2020-11-04T03:45:02Z,illinois,6100000,2146015,5242014,5594420,0.403,0.563,0
2559,3504985,56,edison,2020-11-04T03:45:15Z,illinois,6100000,2146015,5242014,5594420,0.404,0.562,0
2560,3514328,56,edison,2020-11-04T03:46:06Z,illinois,6100000,2146015,5242014,5594420,0.405,0.561,0
2561,3517246,56,edison,2020-11-04T03:46:48Z,illinois,6100000,2146015,5242014,5594420,0.406,0.56,0
2562,3528235,57,edison,2020-11-04T03:48:20Z,illinois,6100000,2146015,5242014,5594420,0.407,0.559,0
2563,3540187,57,edison,2020-11-04T03:49:28Z,illinois,6100000,2146015,5242014,5594420,0.407,0.559,0
2564,3547856,57,edison,2020-11-04T03:49:40Z,illinois,6100000,2146015,5242014,5594420,0.408,0.558,0
2565,3553381,57,edison,2020-11-04T03:50:35Z,illinois,6100000,2146015,5242014,5594420,0.409,0.557,0
2566,3556648,57,edison,2020-11-04T03:50:47Z,illinois,6100000,2146015,5242014,5594420,0.409,0.557,0
2567,3564133,57,edison,2020-11-04T03:56:11Z,illinois,6100000,2146015,5242014,5594420,0.409,0.557,0
2568,3568945,57,edison,2020-11-04T03:56:31Z,illinois,6100000,2146015,5242014,5594420,0.41,0.557,0
2569,3578853,57,edison,2020-11-04T03:58:11Z,illinois,6100000,2146015,5242014,5594420,0.411,0.556,0
2570,3585075,57,edison,2020-11-04T04:00:00Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2571,3603945,58,edison,2020-11-04T04:02:38Z,illinois,6100000,2146015,5242014,5594420,0.411,0.556,0
2572,3614473,58,edison,2020-11-04T04:03:39Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2573,3615112,58,edison,2020-11-04T04:07:27Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2574,3623415,58,edison,2020-11-04T04:07:42Z,illinois,6100000,2146015,5242014,5594420,0.411,0.555,0
2575,3626447,58,edison,2020-11-04T04:09:25Z,illinois,6100000,2146015,5242014,5594420,0.412,0.554,0
2576,3653309,59,edison,2020-11-04T04:11:50Z,illinois,6100000,2146015,5242014,5594420,0.413,0.553,0
2577,3599034,59,edison,2020-11-04T04:15:36Z,illinois,6100000,2146015,5242014,5594420,0.42,0.562,0
2578,3610139,59,edison,2020-11-04T04:16:15Z,illinois,6100000,2146015,5242014,5594420,0.421,0.561,0
2579,3613346,59,edison,2020-11-04T04:18:21Z,illinois,6100000,2146015,5242014,5594420,0.421,0.56,0
2580,3621117,59,edison,2020-11-04T04:22:35Z,illinois,6100000,2146015,5242014,5594420,0.422,0.56,0
2581,3623738,59,edison,2020-11-04T04:26:14Z,illinois,6100000,2146015,5242014,5594420,0.422,0.56,0
2582,3628550,59,edison,2020-11-04T04:26:22Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2583,3743762,60,edison,2020-11-04T04:26:48Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2584,3748042,60,edison,2020-11-04T04:26:59Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2585,3750853,60,edison,2020-11-04T04:27:31Z,illinois,6100000,2146015,5242014,5594420,0.424,0.558,0
2586,3756703,60,edison,2020-11-04T04:28:37Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2587,3765276,60,edison,2020-11-04T04:31:14Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2588,3793895,61,edison,2020-11-04T04:33:14Z,illinois,6100000,2146015,5242014,5594420,0.424,0.558,0
2589,3829840,61,edison,2020-11-04T04:34:57Z,illinois,6100000,2146015,5242014,5594420,0.421,0.56,0
2590,3831958,61,edison,2020-11-04T04:35:00Z,illinois,6100000,2146015,5242014,5594420,0.421,0.56,0
2591,3834688,61,edison,2020-11-04T04:37:09Z,illinois,6100000,2146015,5242014,5594420,0.422,0.56,0
2592,3875079,62,edison,2020-11-04T04:37:57Z,illinois,6100000,2146015,5242014,5594420,0.421,0.561,0
2593,3906070,63,edison,2020-11-04T04:38:11Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2594,3909978,63,edison,2020-11-04T04:48:28Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2595,3921094,63,edison,2020-11-04T04:49:53Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2596,3931342,63,edison,2020-11-04T04:55:16Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2597,3932712,63,edison,2020-11-04T05:07:09Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2598,3956961,63,edison,2020-11-04T05:08:00Z,illinois,6100000,2146015,5242014,5594420,0.422,0.559,0
2599,3960764,63,edison,2020-11-04T05:08:29Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2600,3965590,64,edison,2020-11-04T05:10:43Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2601,3978575,64,edison,2020-11-04T05:24:01Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2602,3983775,64,edison,2020-11-04T05:29:46Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2603,3985000,64,edison,2020-11-04T05:30:05Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2604,3986121,64,edison,2020-11-04T05:30:30Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2605,3986547,64,edison,2020-11-04T05:31:42Z,illinois,6100000,2146015,5242014,5594420,0.424,0.557,0
2606,3992926,64,edison,2020-11-04T05:51:19Z,illinois,6100000,2146015,5242014,5594420,0.425,0.557,0
2607,4025289,65,edison,2020-11-04T05:51:56Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
2608,4032595,65,edison,2020-11-04T06:03:32Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2609,4033208,65,edison,2020-11-04T06:06:46Z,illinois,6100000,2146015,5242014,5594420,0.423,0.558,0
2610,4048634,65,edison,2020-11-04T06:06:49Z,illinois,6100000,2146015,5242014,5594420,0.423,0.559,0
